id,type,mission_category_id,name,panel_name,priority,orderer_id,description,target_value,display_target_value,target_100_value,conditions,link_to,area_id,z_battle_stage_id,origin_episode_id,origin_battle_id,start_at,end_at,end_at_hidden
90892,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] Win an Extreme Z-Battle 
against a Lv. 5 enemy or higher!",,91589,6,"Try to defeat any enemy 
that is level 5 or higher 
in an Extreme Z-Battle!",1,,,"{""battle_types"": [""z_battle""], ""z_battle_level_gteq"": 5}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90893,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Win any Extreme Z-Battle 7 times!",,91589,6,"Defeat any enemy in 
Extreme Z-Battle 7 times!",7,,,"{""battle_types"": [""z_battle""]}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90894,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Win any Extreme Z-Battle 10 times!",,91589,6,"Defeat any enemy in 
Extreme Z-Battle 10 times!",10,,,"{""battle_types"": [""z_battle""]}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90895,Mission::CardAwakeningMission::OptimalStepMission,4,"[Part 2] Perform 1 
step of Extreme Z-Awakening!",,91586,6,"Perform 1 step of 
Extreme Z-Awakening 
on any character!",1,,,{},,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90896,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] Clear a stage 
under special cond. once!",,91589,6,"Clear any stage with at least 
10 Rainbow Ki Spheres 
collected during 
the boss battle! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",1,,,"{""battle_types"": [""quest""], ""energy_ball_counts_in_boss_battle"": [0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0]}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90897,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] Clear a stage without 
using a Support Item 5 times!",,91589,6,"Come join the Quests and Events, 
and clear a stage without using 
any Support Items 5 times! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",5,,,"{""battle_types"": [""quest""], ""require_use_no_support_item"": true}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90898,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] Clear a stage using 
only Super Attacks 3 times!",,91589,6,"Come join the Quests and Events, 
and clear any stage using 
ONLY Super Attacks 3 times 
(without using normal attacks)! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",3,,,"{""battle_types"": [""quest""], ""require_player_special_attack_only"": true}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90899,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] Clear a stage 
under special cond. once!",,91589,6,"Come join the Quests and Events, 
and clear any stage once with 
at least 1 ""Vegeta's Family"" 
Category character on your team 
(Friends do not count)! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",1,,,"{""battle_types"": [""quest""], ""all_card_category_ids"": [31]}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90900,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 2] Level up a Super Attack 
to Lv. 3 or above!",,91589,6,"Level up any character's 
Super Attack to Lv. 3 or above!",1,,,"{""target_lv"": 3}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90901,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 2] Level up a Super Attack 
to Lv. 5 or above!",,91589,6,"Level up any character's 
Super Attack to Lv. 5 or above!",1,,,"{""target_lv"": 5}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90902,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 2] Level up a Super Attack 
to Lv. 10 or above!",,91589,6,"Level up any character's 
Super Attack to Lv. 10 or above!",1,,,"{""target_lv"": 10}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90903,Mission::BattleStartMission::UseActMission,4,"[Part 2] 
Consume at least 150 STA!",,91589,6,"Come join the Quests and Events, 
and consume at least 150 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",150,,,{},,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90904,Mission::BattleStartMission::UseActMission,4,"[Part 2] 
Consume at least 300 STA!",,91589,6,"Come join the Quests and Events, 
and consume at least 300 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",300,,,{},,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90905,Mission::CompleteMission,4,"Complete all the Goku Day 
Special Missions!",,91589,6,"Complete all the missions 
from Part 1 and Part 2 of 
the ""Gohan, Goku and 
Goten Day Special Missions""! 
(Daily Missions excluded)",29,,,"{""mission_ids"": [90875, 90876, 90877, 90878, 90879, 90880, 90881, 90882, 90883, 90884, 90885, 90886, 90887, 90888, 90889, 90891, 90892, 90893, 90894, 90895, 90896, 90897, 90898, 90899, 90900, 90901, 90902, 90903, 90904]}",,,,,,2020-05-22 00:00:00,2020-06-07 23:59:59,0
90906,Mission::QuestAndZBattleClearMission::UseSupportItemsMission,4,"[Basic 1] 
Use a Support Item 5 times!",,91590,6,"Come join the Quests and Events, 
and use any Support Items 
5 times! 

* This mission will not be 
completed when you lose 
a battle or abandon a quest.",5,,,{},,,,,,2020-06-01 00:00:00,2020-06-07 23:59:59,0
90907,Mission::QuestAndZBattleClearMission::UseSupportItemsMission,4,"[Basic 1] 
Use a Support Item 10 times!",,91590,6,"Come join the Quests and Events, 
and use any Support Items 
10 times! 

* This mission will not be 
completed when you lose 
a battle or abandon a quest.",10,,,{},,,,,,2020-06-01 00:00:00,2020-06-07 23:59:59,0
90908,Mission::QuestAndZBattleClearMission::UseSupportItemsMission,4,"[Basic 1] 
Use a Support Item 15 times!",,91590,6,"Come join the Quests and Events, 
and use any Support Items 
15 times! 

* This mission will not be 
completed when you lose 
a battle or abandon a quest.",15,,,{},,,,,,2020-06-01 00:00:00,2020-06-07 23:59:59,0
90909,Mission::CardPotentialUnlockMission::CountMission,4,"[Basic 2] 
Unlock a Potential route!",,91590,6,"Unlock a Hidden Potential 
route for any character!",1,,,{},,,,,,2020-06-08 00:00:00,2020-06-14 23:59:59,0
90910,Mission::CardPotentialUnlockMission::CountMission,4,"[Basic 2] 
Unlock 2 Potential routes!",,91590,6,"Unlock 2 Hidden Potential 
routes for any characters!",2,,,{},,,,,,2020-06-08 00:00:00,2020-06-14 23:59:59,0
90911,Mission::CardPotentialUnlockMission::CountMission,4,"[Basic 2] 
Unlock 3 Potential routes!",,91590,6,"Unlock 3 Hidden Potential 
routes for any characters!",3,,,{},,,,,,2020-06-08 00:00:00,2020-06-14 23:59:59,0
90912,Mission::QuestAndZBattleClearMission::CountMission,4,"[Basic 3] Defeat a Lv. 3 enemy 
or higher in Extreme Z-Battle!",,91590,6,"Try to defeat any enemy 
that is level 3 or higher 
in an Extreme Z-Battle!",1,,,"{""battle_types"": [""z_battle""], ""z_battle_level_gteq"": 3}",,,,,,2020-06-15 00:00:00,2020-06-21 23:59:59,0
90913,Mission::QuestAndZBattleClearMission::CountMission,4,"[Basic 3] Defeat a Lv. 5 enemy 
or higher in Extreme Z-Battle!",,91590,6,"Try to defeat any enemy 
that is level 5 or higher 
in an Extreme Z-Battle!",1,,,"{""battle_types"": [""z_battle""], ""z_battle_level_gteq"": 5}",,,,,,2020-06-15 00:00:00,2020-06-21 23:59:59,0
90914,Mission::QuestAndZBattleClearMission::CountMission,4,"[Basic 3] Defeat a Lv. 7 enemy 
or higher in Extreme Z-Battle!",,91590,6,"Try to defeat any enemy 
that is level 7 or higher 
in an Extreme Z-Battle!",1,,,"{""battle_types"": [""z_battle""], ""z_battle_level_gteq"": 7}",,,,,,2020-06-15 00:00:00,2020-06-21 23:59:59,0
90915,Mission::QuestAndZBattleClearMission::CountMission,4,"[Basic 4] Clear a stage 
in under 2 minutes 3 times!",,91590,6,"Come join the Quests and Events, 
and clear a stage within 
2 minutes 3 times! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",3,,,"{""battle_types"": [""quest""], ""clear_time_lt"": ""00:02:00""}",,,,,,2020-06-22 00:00:00,2020-06-29 23:59:59,0
90916,Mission::QuestAndZBattleClearMission::CountMission,4,"[Basic 4] Clear a stage 
in under 2 minutes 5 times!",,91590,6,"Come join the Quests and Events, 
and clear a stage within 
2 minutes 5 times! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",5,,,"{""battle_types"": [""quest""], ""clear_time_lt"": ""00:02:00""}",,,,,,2020-06-22 00:00:00,2020-06-29 23:59:59,0
90917,Mission::QuestAndZBattleClearMission::CountMission,4,"[Basic 4] Clear a stage 
in under 2 minutes 10 times!",,91590,6,"Come join the Quests and Events, 
and clear a stage within 
2 minutes 10 times! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",10,,,"{""battle_types"": [""quest""], ""clear_time_lt"": ""00:02:00""}",,,,,,2020-06-22 00:00:00,2020-06-29 23:59:59,0
90918,Mission::CardTrainingMission::CountMission,4,"[Advanced] 
Undergo Training 55 times!",,91590,6,"Choose any characters and 
undergo Training 55 times!",55,,,{},,,,,,2020-06-01 00:00:00,2020-06-29 23:59:59,0
90919,Mission::QuestAndZBattleClearMission::CountMission,4,"[Advanced] Clear a stage using 
only Super Attacks 55 times!",,91590,6,"Come join the Quests and Events, 
and clear any stage using 
ONLY Super Attacks 55 times 
(without using normal attacks)! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",55,,,"{""battle_types"": [""quest""], ""require_player_special_attack_only"": true}",,,,,,2020-06-01 00:00:00,2020-06-29 23:59:59,0
90920,Mission::CardPotentialReleaseMission::CountMission,4,"[Advanced] Activate 
255 nodes in Hidden Potential!",,91590,6,"Activate 255 nodes 
in Hidden Potential! 
Any node on any 
character counts!",255,,,{},,,,,,2020-06-01 00:00:00,2020-06-29 23:59:59,0
90921,Mission::BattleStartMission::UseActMission,4,"[Advanced] 
Consume at least 1555 STA!",,91590,6,"Come join the Quests and Events, 
and consume at least 1555 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",1555,,,{},,,,,,2020-06-01 00:00:00,2020-06-29 23:59:59,0
90922,Mission::LoginBonusAcceptMission::CountMission,4,"[Advanced] 
Log in for 25 days in total!",,91590,6,"Log in to the game for 
25 days in total during 
the event period!",25,,,"{""login_bonus_id"": 10021}",,,,,,2020-06-01 00:00:00,2020-06-29 23:59:59,0
90923,Mission::BattleStartMission::UseActMission,1000,"[Dimensions Daily] 
Consume at least 20 STA!",,91591,15,"Come join the Quests and Events, 
and consume at least 20 STA 
per day! 
This mission will start at 
16:00 PST daily from 
6/7 to 6/20! 

Complete the mission 
and claim the rewards by 
15:59 PST the next day.",20,,,{},,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,1
90924,Mission::CardTrainingMission::CountMission,1000,"[Dimensions Daily] 
Undergo Training once!",,91591,15,"Choose any character and 
undergo Training once! 
This mission will start at 
16:00 PST daily from 
6/7 to 6/20! 

Complete the mission 
and claim the rewards by 
15:59 PST the next day.",1,,,{},,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,1
90925,Mission::QuestAndZBattleClearMission::CountMission,1000,"[Dimensions Daily] 
Clear any stage 3 times!",,91591,15,"Clear any of the stages 3 times! 
This mission will start at 
16:00 PST daily from 
6/7 to 6/20! 

Complete the mission 
and claim the rewards by 
15:59 PST the next day.",3,,,{},,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,1
90926,Mission::QuestAndZBattleClearMission::CountMission,1000,"[Dimensions Daily] Clear a stage 
under special cond. (Fri~Sat)",,91591,15,"Come join the Quests and Events, 
and clear any stage using 
ONLY Super Attacks once 
(without using normal attacks)! 
* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.
This mission is only available 
from 16:00 PST on Fridays 
to 15:59 PST on Saturdays 
during 6/7 to 6/20! 

Complete the mission 
and claim the rewards by 
15:59 PST on Saturdays.",1,,,"{""battle_types"": [""quest""], ""require_player_special_attack_only"": true}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,1
90927,Mission::QuestAndZBattleClearMission::CountMission,1000,"[Dimensions Daily] Clear a stage 
under special cond. (Sat~Sun)",,91591,15,"Come join the Quests and Events, 
and clear a stage without 
receiving any damage either 
on the map or in battle once! 
* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.
This mission is only available 
from 16:00 PST on Saturdays 
to 15:59 PST on Sundays 
during 6/7 to 6/20! 

Complete the mission 
and claim the rewards by 
15:59 PST on Sundays.",1,,,"{""battle_types"": [""quest""], ""require_no_damage"": true}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,1
90928,Mission::CompleteMission,1000,"[Dimensions Daily] Complete 
all the specified missions!",,91591,15,"Complete 3 of the 
Daily Missions from 
""Transcending Dimensions! 
Battle of Gods Special Missions"" 
(Daily Missions only available 
from Fridays to Saturdays and 
Saturdays to Sundays excluded)! 
This mission will start at 
16:00 PST daily from 
6/7 to 6/20! 

Complete the mission 
and claim the rewards by 
15:59 PST the next day.",3,,,"{""mission_ids"": [90923, 90924, 90925]}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,1
90929,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any Story Event 3 times!",,91591,6,"Clear any stage 
in the ""Story"" Category 
of the Event page 3 times!",3,,,"{""area_category_ids"": [2, 7, 8, 9]}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90930,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any Story Event 5 times!",,91591,6,"Clear any stage 
in the ""Story"" Category 
of the Event page 5 times!",5,,,"{""area_category_ids"": [2, 7, 8, 9]}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90931,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any Story Event 10 times!",,91591,6,"Clear any stage 
in the ""Story"" Category 
of the Event page 10 times!",10,,,"{""area_category_ids"": [2, 7, 8, 9]}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90932,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any Dokkan Event 3 times!",,91591,6,"Clear any stage of 
a Dokkan Event 3 times!",3,,,"{""area_category_ids"": [10]}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90933,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any Dokkan Event 5 times!",,91591,6,"Clear any stage of 
a Dokkan Event 5 times!",5,,,"{""area_category_ids"": [10]}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90934,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] Clear a stage without 
receiving any damage 5 times!",,91591,6,"Come join the Quests and Events, 
and clear a stage without 
receiving any damage either 
on the map or in battle 5 times! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",5,,,"{""battle_types"": [""quest""], ""require_no_damage"": true}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90935,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] Clear a stage in under 
2 minutes 5 times!",,91591,6,"Come join the Quests and Events, 
and clear a stage within 
2 minutes 5 times! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",5,,,"{""battle_types"": [""quest""], ""clear_time_lt"": ""00:02:00""}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90936,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] Clear a stage 
under special cond. 5 times!",,91591,6,"Come join the Quests and Events, 
and clear any stage 5 times 
with at least 1 ""Exploding Rage"" 
Category character on your 
team (Friends do not count)! 

* World Tournament and 
Ultimate Clash excluded.",5,,,"{""all_card_category_ids"": [47]}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90937,Mission::CardAwakeningMission::ZCountMission,4,"[Part 1] 
Z-Awaken 3 characters!",,91591,6,"Z-Awaken any 3 characters! 

* Extreme Z-Awakening excluded.",3,,,{},,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90938,Mission::CardAwakeningMission::DokkanCountMission,4,"[Part 1] 
Dokkan Awaken 1 character!",,91591,6,Dokkan Awaken any character!,1,,,{},,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90939,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 1] Level up a Super Attack 
to Lv. 3 or above!",,91591,6,"Level up any character's 
Super Attack to Lv. 3 or above!",1,,,"{""target_lv"": 3}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90940,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 1] Level up a Super Attack 
to Lv. 5 or above!",,91591,6,"Level up any character's 
Super Attack to Lv. 5 or above!",1,,,"{""target_lv"": 5}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90941,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 1] Level up a Super Attack 
to Lv. 10 or above!",,91591,6,"Level up any character's 
Super Attack to Lv. 10 or above!",1,,,"{""target_lv"": 10}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90942,Mission::BattleStartMission::UseActMission,4,"[Part 1] 
Consume at least 150 STA!",,91591,6,"Come join the Quests and Events, 
and consume at least 150 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",150,,,{},,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90943,Mission::BattleStartMission::UseActMission,4,"[Part 1] 
Consume at least 300 STA!",,91591,6,"Come join the Quests and Events, 
and consume at least 300 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",300,,,{},,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90944,Mission::BattleStartMission::UseActMission,4,"[Part 1] 
Consume at least 500 STA!",,91591,6,"Come join the Quests and Events, 
and consume at least 500 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",500,,,{},,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90945,Mission::CompleteMission,4,Complete all the Part 1 Missions!,,91591,6,"Complete all the missions 
from Part 1 of the 
""Transcending Dimensions! 
Battle of Gods Special Missions""! 
(Daily Missions excluded)",16,,,"{""mission_ids"": [90929, 90930, 90931, 90932, 90933, 90934, 90935, 90936, 90937, 90938, 90939, 90940, 90941, 90942, 90943, 90944]}",,,,,,2020-06-08 00:00:00,2020-06-21 23:59:59,0
90946,Mission::QuestClearMission::ClearEventkagiEventMission,4,"[Part 2] 
Clear Portal of Memories 3 times!",,91591,6,"Clear any stage of an event 
in the Portal of Memories 3 times! 

* Extreme Z-Battle excluded.",3,,,"{""area_category_ids"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]}",,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90947,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Win any Extreme Z-Battle 3 times!",,91591,6,"Defeat any enemy in 
Extreme Z-Battle 3 times!",3,,,"{""battle_types"": [""z_battle""]}",,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90948,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Win any Extreme Z-Battle 5 times!",,91591,6,"Defeat any enemy in 
Extreme Z-Battle 5 times!",5,,,"{""battle_types"": [""z_battle""]}",,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90949,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Win any Extreme Z-Battle 7 times!",,91591,6,"Defeat any enemy in 
Extreme Z-Battle 7 times!",7,,,"{""battle_types"": [""z_battle""]}",,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90950,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Clear a stage under special cond.",,91591,6,"Clear any stage with 
at least 10 TEQ Ki Spheres 
collected during the boss battle! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",1,,,"{""battle_types"": [""quest""], ""energy_ball_counts_in_boss_battle"": [0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90951,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Clear a stage under special cond.",,91591,6,"Clear any stage with 
at least 25 TEQ Ki Spheres 
collected during the boss battle! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",1,,,"{""battle_types"": [""quest""], ""energy_ball_counts_in_boss_battle"": [0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90952,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] Clear any stage 
under special cond. once!",,91591,6,"Clear any stage once with 
only TEQ Type characters 
(Friends do not count)! 

* World Tournament and 
Ultimate Clash excluded.",1,,,"{""single_element"": 1}",,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90953,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Clear any stage 20 times!",,91591,6,Clear any of the stages 20 times!,20,,,{},,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90954,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 2] 
Clear any stage 30 times!",,91591,6,Clear any of the stages 30 times!,30,,,{},,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90955,Mission::CompleteMission,4,"Complete all the Transcending 
Dimensions Special Missions!",,91591,6,"Complete all the missions 
from Part 1 and Part 2 of 
the ""Transcending Dimensions!
Battle of Gods Special Missions""! 
(Daily Missions excluded)",25,,,"{""mission_ids"": [90929, 90930, 90931, 90932, 90933, 90934, 90935, 90936, 90937, 90938, 90939, 90940, 90941, 90942, 90943, 90944, 90946, 90947, 90948, 90949, 90950, 90951, 90952, 90953, 90954]}",,,,,,2020-06-15 06:30:00,2020-06-21 23:59:59,0
90956,Mission::BattleStartMission::UseActMission,1000,"[Progress Daily] 
Consume at least 15 STA!",,91592,15,"Come join the Quests and Events, 
and consume at least 15 STA 
per day! 
This mission will start at 
16:00 PST daily from 
6/21 to 7/5! 

Complete the mission 
and claim the rewards by 
15:59 PST the next day.",15,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,1
90957,Mission::QuestAndZBattleClearMission::CountMission,1000,"[Progress Daily] 
Clear any stage 3 times!",,91592,15,"Clear any of the stages 3 times! 
This mission will start at 
16:00 PST daily from 
6/21 to 7/5! 

Complete the mission 
and claim the rewards by 
15:59 PST the next day.",3,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,1
90958,Mission::CompleteMission,1000,"[Progress Daily] Complete 
all the specified missions!",,91592,15,"Complete all the 
Daily Missions from 
""Astonishing Progress! 
Explosive Strength 
Special Missions""! 
This mission will start at 
16:00 PST daily from 
6/21 to 7/5! 

Complete the mission 
and claim the rewards by 
15:59 PST the next day.",2,,,"{""mission_ids"": [90956, 90957]}",,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,1
90959,Mission::CardTrainingMission::CountMission,4,[Part 1] Undergo Training 3 times!,,91592,6,"Choose any characters 
and undergo Training 3 times!",3,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90960,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any stage 10 times!",,91592,6,Clear any of the stages 10 times!,10,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90961,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any stage 20 times!",,91592,6,Clear any of the stages 20 times!,20,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90962,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any stage 30 times!",,91592,6,Clear any of the stages 30 times!,30,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90963,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any Story Event 3 times!",,91592,6,"Clear any stage 
in the ""Story"" Category 
of the Event page 3 times!",3,,,"{""area_category_ids"": [2, 7, 8, 9]}",,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90964,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] 
Clear any Story Event 7 times!",,91592,6,"Clear any stage 
in the ""Story"" Category 
of the Event page 7 times!",7,,,"{""area_category_ids"": [2, 7, 8, 9]}",,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90965,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] Clear a stage without 
receiving any damage 5 times!",,91592,6,"Come join the Quests and Events, 
and clear a stage without 
receiving any damage either 
on the map or in battle 5 times! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",5,,,"{""battle_types"": [""quest""], ""require_no_damage"": true}",,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90966,Mission::QuestAndZBattleClearMission::CountMission,4,"[Part 1] Clear a stage without 
receiving any damage 10 times!",,91592,6,"Come join the Quests and Events, 
and clear a stage without 
receiving any damage either 
on the map or in battle 10 times! 

* World Tournament, 
Ultimate Clash and 
Extreme Z-Battle excluded.",10,,,"{""battle_types"": [""quest""], ""require_no_damage"": true}",,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90967,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 1] Level up a Super Attack 
to Lv. 3 or above!",,91592,6,"Level up any character's 
Super Attack to Lv. 3 or above!",1,,,"{""target_lv"": 3}",,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90968,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 1] Level up a Super Attack 
to Lv. 5 or above!",,91592,6,"Level up any character's 
Super Attack to Lv. 5 or above!",1,,,"{""target_lv"": 5}",,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90969,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,4,"[Part 1] Level up a Super Attack 
to Lv. 10 or above!",,91592,6,"Level up any character's 
Super Attack to Lv. 10 or above!",1,,,"{""target_lv"": 10}",,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90970,Mission::BattleStartMission::UseActMission,4,"[Part 1] 
Consume at least 200 STA!",,91592,6,"Come join the Quests and Events, 
and consume at least 200 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",200,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90971,Mission::BattleStartMission::UseActMission,4,"[Part 1] 
Consume at least 300 STA!",,91592,6,"Come join the Quests and Events, 
and consume at least 300 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",300,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90972,Mission::BattleStartMission::UseActMission,4,"[Part 1] 
Consume at least 500 STA!",,91592,6,"Come join the Quests and Events, 
and consume at least 500 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",500,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
90973,Mission::BattleStartMission::UseActMission,4,"[Part 1] 
Consume at least 750 STA!",,91592,6,"Come join the Quests and Events, 
and consume at least 750 STA 
during the event! 

* STA consumed in 
the World Tournament 
will not be counted.",750,,,{},,,,,,2020-06-22 00:00:00,2020-07-06 23:59:59,0
