id,name,exec_timing_type,efficacy_type,target_type,sub_target_type_set_id,passive_skill_effect_id,calc_option,turn,is_once,probability,causality_conditions,eff_value1,eff_value2,eff_value3,efficacy_values
8003963,Preying on All the Clones,1,90,1,0,,2,1,0,100,"{""source"": ""728"", ""compiled"": 728}",100,0,0,{}
8003964,Battles Fought in Another World,5,98,1,0,,2,1,0,100,"{""source"": ""141"", ""compiled"": 141}",31,1000,0,{}
8003965,Power of Animosity,1,103,1,0,,0,1,0,100,"{""source"": ""423"", ""compiled"": 423}",4018281,4,1771,{}
8003966,Target Elimination,1,3,1,0,,2,1,0,100,"{""source"": ""266|429"", ""compiled"": [""|"", 266, 429]}",13,13,0,{}
8003968,Pressure of Savage Power,1,3,1,0,,2,1,0,100,"{""source"": ""771"", ""compiled"": 771}",30,30,0,{}
8003969,Reign of the Demon King,1,3,1,0,,2,1,0,100,"{""source"": ""104"", ""compiled"": 104}",10,10,0,{}
8003970,Reign of the Demon King,1,3,1,0,,2,1,0,100,"{""source"": ""104"", ""compiled"": 104}",20,20,0,{}
8003975,Stand Firm,1,3,1,0,,2,1,0,100,"{""source"": ""3021"", ""compiled"": 3021}",7,7,0,{}
8003976,Stand Firm,1,3,1,0,,2,1,0,100,"{""source"": ""3021"", ""compiled"": 3021}",10,10,0,{}
8003979,Power Acquired in Hell,1,5,2,478,,0,1,0,100,,2,0,0,{}
8003980,The Androids' True Might,1,5,2,40,,0,1,0,100,,2,0,0,{}
8003984,Three Super Saiyans,15,81,1,0,,2,1,0,100,"{""source"": ""462"", ""compiled"": 462}",0,0,50,{}
8003986,Rumblings of Dragon Ki,1,1,1,0,,2,1,0,100,"{""source"": ""6"", ""compiled"": 6}",159,0,0,{}
8003987,Roar of a Dragon,4,1,1,0,,2,1,0,100,,333,0,0,{}
8003990,Fully Emerged,7,98,1,0,,2,1,0,100,"{""source"": ""365"", ""compiled"": 365}",10,50,2,{}
8003991,Long-Lasting Linked State,1,3,2,40,,2,1,0,100,,20,20,0,{}
8003992,Rising Linking Rate,1,5,2,40,,0,1,0,100,,1,0,0,{}
8003993,Hero's Conviction,15,90,2,59,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",20,0,0,{}
8003994,Promise Made to the Hero,1,3,1,0,,2,1,0,100,"{""source"": ""858"", ""compiled"": 858}",10,10,0,{}
8003995,Promise Made to the Hero,1,3,1,0,,2,1,0,100,"{""source"": ""858"", ""compiled"": 858}",15,15,0,{}
8003997,You Shall Die in Vain!,1,13,1,0,,2,1,0,100,,70,0,0,{}
8003998,Wrath That Tears Through Space and Time,15,81,1,0,,0,1,0,100,"{""source"": ""667"", ""compiled"": 667}",0,0,15,{}
8003999,Power of Animosity,1,103,1,0,,0,1,0,100,"{""source"": ""423"", ""compiled"": 423}",9518280,4,1775,{}
8004000,Power of Animosity,1,103,1,0,,0,1,0,100,"{""source"": ""423"", ""compiled"": 423}",9518281,4,1776,{}
8004001,A Serious Game,1,5,1,0,,0,1,0,100,"{""source"": ""104"", ""compiled"": 104}",2,0,0,{}
8004002,A Serious Game,1,5,1,0,,0,1,0,100,"{""source"": ""104"", ""compiled"": 104}",2,0,0,{}
8004003,Certain Triumph,1,5,1,0,,0,1,0,100,"{""source"": ""579&9&6"", ""compiled"": [""&"", 579, 9, 6]}",7,0,0,{}
8004004,Turn in Tides of Battle,7,2,1,0,,2,99,0,100,"{""source"": ""365"", ""compiled"": 365}",77,0,0,{}
8004005,Fight for Friends,15,5,2,0,,0,1,0,100,"{""source"": ""665"", ""compiled"": 665}",2,0,0,{}
8004008,Escalating Power Level,3,5,1,0,,0,1,0,100,"{""source"": ""25|26"", ""compiled"": [""|"", 25, 26]}",2,0,0,{}
8004009,Escalating Battle Instincts,1,81,1,0,,0,1,0,100,,0,0,100,{}
8004010,Saiyans' Potential,1,69,1,0,,0,1,1,100,"{""source"": ""528&3050"", ""compiled"": [""&"", 528, 3050]}",2,-1,-1,{}
8004011,Outburst of Rage,1,69,1,0,,0,1,1,100,"{""source"": ""528&3051"", ""compiled"": [""&"", 528, 3051]}",2,-1,-1,{}
8004012,Magnificent Evolution,1,69,1,0,,0,1,1,100,"{""source"": ""528&3050"", ""compiled"": [""&"", 528, 3050]}",1,-1,-1,{}
8004013,All-Out Stance,1,69,1,0,,0,1,1,100,"{""source"": ""528&3051"", ""compiled"": [""&"", 528, 3051]}",1,-1,-1,{}
8004014,Resistance Through Evolution,1,69,1,0,,0,1,1,100,"{""source"": ""528&3050"", ""compiled"": [""&"", 528, 3050]}",3,-1,-1,{}
8004015,Vegeta's Tutelage,1,69,1,0,,0,1,1,100,"{""source"": ""528&3051"", ""compiled"": [""&"", 528, 3051]}",3,-1,-1,{}
8004016,Call of Adventure,1,69,1,0,,0,1,1,100,"{""source"": ""528&3051"", ""compiled"": [""&"", 528, 3051]}",0,-1,-1,{}
8004017,General's Order,1,69,1,0,,0,1,1,100,"{""source"": ""528&3050"", ""compiled"": [""&"", 528, 3050]}",0,-1,-1,{}
8004018,Evil Shout,1,69,1,0,,0,1,1,100,"{""source"": ""528&3050"", ""compiled"": [""&"", 528, 3050]}",4,-1,-1,{}
8004019,Enlightenment on Sacred Ground,1,69,1,0,,0,1,1,100,"{""source"": ""528&3051"", ""compiled"": [""&"", 528, 3051]}",4,-1,-1,{}
8004023,Parents' Love,1,90,1,0,,2,1,0,100,"{""source"": ""488"", ""compiled"": 488}",100,0,0,{}
8004024,Clash between Saiyans,1,1,1,0,,2,1,0,100,"{""source"": ""137|3058"", ""compiled"": [""|"", 137, 3058]}",180,0,0,{}
8004028,Inaugural Address,1,3,1,0,,2,1,0,100,"{""source"": ""137|3059"", ""compiled"": [""|"", 137, 3059]}",50,50,0,{}
8004031,Dozing God of Destruction,1,1,2,0,,2,1,0,100,"{""source"": ""2619"", ""compiled"": 2619}",10,0,0,{}
8004033,Dozing God of Destruction,1,1,2,0,,2,1,0,100,"{""source"": ""3046"", ""compiled"": 3046}",10,0,0,{}
8004034,Spine-Chilling God of Destruction,7,90,1,0,,2,99,0,100,"{""source"": ""803"", ""compiled"": 803}",50,0,0,{}
8004035,A Common Goal,4,90,1,0,,2,1,0,100,"{""source"": ""21"", ""compiled"": 21}",20,0,0,{}
8004036,Invincible Fusion Father,6,120,1,0,,0,1,0,100,"{""source"": ""2324"", ""compiled"": 2324}",0,300,14,{}
8004037,Evil Scheme,1,78,1,0,,0,1,0,100,"{""source"": ""2266|207"", ""compiled"": [""|"", 2266, 207]}",0,0,0,{}
8004038,Potential of Evil,1,3,1,0,,2,1,0,100,"{""source"": ""1379"", ""compiled"": 1379}",50,50,0,{}
8004039,Warped Cooperation,15,81,1,0,,0,1,0,100,"{""source"": ""667"", ""compiled"": 667}",0,0,50,{}
8004042,Gogeta's Light,1,81,1,0,,0,1,0,100,,0,0,70,{}
8004043,Gogeta's Blue Light,15,81,1,0,,0,1,0,100,"{""source"": ""665"", ""compiled"": 665}",0,0,100,{}
8004044,Enjoying a Relaxing Time,1,3,2,267,,2,1,0,100,,30,30,0,{}
8004046,Might of the Supreme,1,3,2,491,,2,1,0,100,,60,30,0,{}
8004047,Awakening of the Beast,7,98,1,0,,2,1,0,100,"{""source"": ""24"", ""compiled"": 24}",10,100,2,{}
8004048,Power of the Beast,7,98,1,0,,2,1,0,100,"{""source"": ""24"", ""compiled"": 24}",15,100,2,{}
8004049,Unrestrained Beast,6,2,1,0,,2,1,0,100,,80,0,0,{}
8004051,Heroes to the Rescue,1,3,1,0,,2,1,0,100,,180,180,0,{}
8004054,I'm the Strongest!,15,91,1,0,,2,1,0,100,"{""source"": ""222"", ""compiled"": 222}",20,0,0,{}
8004055,Power of Admonition,1,3,2,14,,2,1,0,100,,20,20,0,{}
8004056,Enhanced Sensitivity,1,3,1,0,,2,1,0,100,"{""source"": ""76"", ""compiled"": 76}",8,8,0,{}
8004057,Wavering Emotions,1,3,1,0,,2,1,0,100,"{""source"": ""76"", ""compiled"": 76}",16,16,0,{}
8004058,A Solid Blow,5,111,3,0,,0,1,0,100,"{""source"": ""2609"", ""compiled"": 2609}",0,0,0,{}
8004059,Power From Friends,4,90,1,0,,2,1,0,100,"{""source"": ""612"", ""compiled"": 612}",100,0,0,{}
8004060,Power to Keep Promises,4,1,1,0,,2,1,0,100,"{""source"": ""612"", ""compiled"": 612}",77,0,0,{}
8004061,Super Heroes' Arrival,1,68,1,0,,2,1,0,100,,4,4,10,{}
8004062,Super Heroes' Teamwork,1,68,1,0,,2,1,0,100,,4,4,20,{}
8004063,Super Heroes' Power,1,5,2,519,,0,1,0,100,,3,0,0,{}
8004064,Each of Their Resolves,1,5,2,519,,0,1,0,100,,3,0,0,{}
8004065,Entrusted Justice,1,3,2,329,,2,1,0,100,,50,50,0,{}
8004070,Battle to the End,4,3,1,0,,2,1,0,100,"{""source"": ""2631&46"", ""compiled"": [""&"", 2631, 46]}",100,100,0,{}
8004071,The Monster Guarding the 5th Floor,1,9,1,0,,0,1,1,100,"{""source"": ""2042"", ""compiled"": 2042}",0,0,0,{}
8004072,The Huge and Soft Monster,1,9,1,0,,0,1,1,100,"{""source"": ""2042"", ""compiled"": 2042}",0,0,0,{}
8004073,Fight's Over!,1,78,1,0,,0,1,0,100,"{""source"": ""355"", ""compiled"": 355}",0,0,0,{}
8004074,For the Earth,1,3,2,0,,2,1,0,100,"{""source"": ""351"", ""compiled"": 351}",58,58,0,{}
8004075,Dispersion,1,91,1,0,,2,1,0,100,"{""source"": ""232"", ""compiled"": 232}",10,0,0,{}
8004076,Power Brought to Bear,1,5,2,0,,0,1,0,100,,1,0,0,{}
8004077,Ultimatum,1,2,1,0,,2,1,0,100,"{""source"": ""382"", ""compiled"": 382}",10,0,0,{}
8004078,Complete Purge,1,2,1,0,,2,1,0,100,"{""source"": ""380"", ""compiled"": 380}",20,0,0,{}
8004080,This Was Ordered by Lord Frieza,1,3,1,0,,2,1,0,100,"{""source"": ""579"", ""compiled"": 579}",100,100,0,{}
8004082,Saiyans Assemble,1,5,1,0,,0,1,0,100,"{""source"": ""530"", ""compiled"": 530}",1,0,0,{}
8004083,Destined Opponent,1,13,1,0,,2,1,0,100,"{""source"": ""538"", ""compiled"": 538}",90,0,0,{}
8004084,Golden Saiyan,1,5,1,0,,0,5,1,100,,3,0,0,{}
8004085,Superiority Complex Over Rival,1,81,1,0,,0,1,0,100,"{""source"": ""2444|2899"", ""compiled"": [""|"", 2444, 2899]}",0,0,70,{}
8004086,Shocking Evolution,4,1,1,0,,2,1,0,100,"{""source"": ""1288"", ""compiled"": 1288}",30,0,0,{}
8004088,Rebellious Saiyan,1,90,2,33,,2,1,0,100,,18,0,0,{}
8004091,True Nature of the Space Pirate,1,9,4,0,,0,1,0,50,"{""source"": ""1394"", ""compiled"": 1394}",0,0,0,{}
8004092,One with Kami,7,1,1,0,,2,3,0,100,"{""source"": ""365"", ""compiled"": 365}",100,0,0,{}
8004093,Enjoying a Relaxing Time,1,5,2,267,,0,1,0,100,,1,0,0,{}
8004094,Enjoying a Relaxing Time,1,5,2,267,,0,1,0,100,,2,0,0,{}
8004096,All the Justice That Remained,1,5,2,173,,0,1,0,100,,1,0,0,{}
8004097,Determination to Abandon Justice,6,119,1,0,,0,1,0,100,"{""source"": ""1410&2266"", ""compiled"": [""&"", 1410, 2266]}",0,0,28,{}
8004098,Power of the Robot Suit,15,2,1,0,,2,1,0,100,"{""source"": ""780&(2266|(296&1444)|(2375&1379))"", ""compiled"": [""&"", 780, [""|"", 2266, [""&"", 296, 1444], [""&"", 2375, 1379]]]}",30,0,0,{}
8004099,True Power of the Robot Suit,15,2,1,0,,2,1,0,100,"{""source"": ""3093&(2266|(296&1444)|(2375&1379)|(2180&1651)|(2730&2258))"", ""compiled"": [""&"", 3093, [""|"", 2266, [""&"", 296, 1444], [""&"", 2375, 1379], [""&"", 2180, 1651], [""&"", 2730, 2258]]]}",30,0,0,{}
8004100,The Wolf's Weak Point?!,1,1,1,0,,2,1,0,100,,150,0,0,{}
8004104,Plethora of Changes,15,13,1,0,,0,1,0,100,"{""source"": ""667"", ""compiled"": 667}",90,0,0,{}
8004108,Master's Pride,6,52,1,0,,0,1,0,100,"{""source"": ""3089"", ""compiled"": 3089}",0,0,0,{}
8004110,Special Finish,1,4,1,0,,2,1,0,50,"{""source"": ""626"", ""compiled"": 626}",30,0,0,{}
8004113,Champion's Luck,1,3,1,0,,2,1,0,100,"{""source"": ""2830"", ""compiled"": 2830}",50,50,0,{}
8004114,Majin's Pace,15,13,1,0,,2,1,0,100,"{""source"": ""2830&3116"", ""compiled"": [""&"", 2830, 3116]}",97,0,0,{}
8004115,How About That!,5,98,1,0,,2,99,0,100,,10,50,3,{}
8004116,Light to Smite Evil,1,5,2,136,,0,1,0,100,,3,0,0,{}
8004117,Leave No Friend Behind,1,13,1,0,,2,1,0,100,"{""source"": ""805"", ""compiled"": 805}",70,0,0,{}
8004118,Enveloped in Love,15,3,1,0,,2,1,0,100,"{""source"": ""2064"", ""compiled"": 2064}",22,22,0,{}
8004120,Second Wave of Terror,4,3,1,0,,2,1,0,100,"{""source"": ""421|422|535|420"", ""compiled"": [""|"", 421, 422, 535, 420]}",50,50,0,{}
8004121,Confident Pose,4,110,1,0,,0,1,0,100,,2,3004121,0,{}
8004122,Awesome Pose,4,110,1,0,,0,1,0,100,,2,3004122,0,{}
8004123,Supreme Pose,1,13,1,0,,2,1,0,100,"{""source"": ""686"", ""compiled"": 686}",93,0,0,{}
8004126,Treasure Hunt Companions,1,5,1,0,,0,1,0,100,"{""source"": ""2796"", ""compiled"": 2796}",1,0,0,{}
8004127,Full of Courage,3,1,2,86,,2,1,0,100,"{""source"": ""26"", ""compiled"": 26}",70,0,0,{}
8004128,Full of Perseverance,3,1,2,86,,2,1,0,100,"{""source"": ""26"", ""compiled"": 26}",70,0,0,{}
8004130,Buying Time at All Costs,1,3,1,0,,2,1,0,100,,150,150,0,{}
8004132,Majin Beyond Comprehension,9,4,1,0,,2,1,0,100,"{""source"": ""15"", ""compiled"": 15}",10,0,0,{}
8004133,Technique Entrusted by Goku,5,98,1,0,,2,99,0,100,"{""source"": ""141"", ""compiled"": 141}",10,50,2,{}
8004134,Hope Entrusted by Goku,7,98,1,0,,2,99,0,100,"{""source"": ""365"", ""compiled"": 365}",20,77,1,{}
8004135,Power of Pure Evil,1,90,1,0,,2,1,0,100,"{""source"": ""3143"", ""compiled"": 3143}",5,0,0,{}
8004136,Threat of Pure Evil,1,5,1,0,,0,1,0,100,"{""source"": ""3146"", ""compiled"": 3146}",1,0,0,{}
8004139,Gohan's Evolution,4,1,1,0,,2,1,0,100,"{""source"": ""612"", ""compiled"": 612}",58,0,0,{}
8004140,Furious Fighting Spirit,11,90,1,0,,2,1,0,100,"{""source"": ""3135&3169"", ""compiled"": [""&"", 3135, 3169]}",50,0,0,{}
8004141,Elder Kai's Ritual,6,1,1,0,,2,3,0,100,"{""source"": ""29"", ""compiled"": 29}",58,0,0,{}
8004144,Behind the Smoke,1,91,1,0,,2,1,0,100,,50,0,0,{}
8004147,Magic Power Control,3,5,1,0,,0,1,0,100,"{""source"": ""421|422|535|420"", ""compiled"": [""|"", 421, 422, 535, 420]}",6,0,0,{}
8004148,Earthling Fighter's Perseverance,1,91,1,0,,2,1,0,100,"{""source"": ""2916|200&2915"", ""compiled"": [""|"", 2916, [""&"", 200, 2915]]}",50,0,0,{}
8004149,World Seen Through Time Traveling,1,90,1,0,,2,1,0,100,"{""source"": ""1568"", ""compiled"": 1568}",8,0,0,{}
8004150,Determination Acquired Through Time Traveling,1,90,1,0,,2,1,0,100,"{""source"": ""1566"", ""compiled"": 1566}",10,0,0,{}
8004152,Whole Other Level,1,3,12,0,,2,1,0,100,"{""source"": ""3161"", ""compiled"": 3161}",3,3,0,{}
8004154,Self-Realization,1,3,2,84,,2,1,0,100,"{""source"": ""2844"", ""compiled"": 2844}",3,3,0,{}
8004155,Martial Arts of a Name Withheld,4,2,1,0,,2,1,0,100,,100,0,0,{}
8004156,Martial Arts of a Name Withheld,1,81,1,0,,0,1,0,50,"{""source"": ""723|724"", ""compiled"": [""|"", 723, 724]}",0,0,100,{}
8004157,Planetary Destruction,1,3,12,0,,2,1,0,100,"{""source"": ""252"", ""compiled"": 252}",10,10,0,{}
8004159,Power Times Two,1,3,1,0,,2,1,0,100,"{""source"": ""220"", ""compiled"": 220}",20,20,0,{}
8004160,Power Times Two,1,3,1,0,,2,1,0,100,"{""source"": ""218"", ""compiled"": 218}",40,40,0,{}
8004161,Strength Derived from Exaltation,1,90,1,0,,0,1,0,100,"{""source"": ""448"", ""compiled"": 448}",6,0,0,{}
8004162,Strength to Overcome Tension,5,81,1,0,,2,99,0,100,"{""source"": ""2636"", ""compiled"": 2636}",0,0,50,{}
8004163,The Rush of Battle,1,67,1,0,,0,1,0,100,"{""source"": ""1449"", ""compiled"": 1449}",15,16,0,{}
8004166,Assassin's Speed,5,98,1,0,,2,1,0,100,"{""source"": ""141"", ""compiled"": 141}",6,100,3,{}
8004168,Precise Measurement,1,3,1,0,,2,1,0,100,"{""source"": ""1079|2817"", ""compiled"": [""|"", 1079, 2817]}",100,100,0,{}
8004170,Evil Warning,1,13,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",70,0,0,{}
8004171,Together in Strength,1,81,1,0,,0,1,0,70,"{""source"": ""9"", ""compiled"": 9}",0,0,100,{}
8004172,Together in Strength,1,3,1,0,,2,1,0,100,"{""source"": ""805"", ""compiled"": 805}",58,58,0,{}
8004174,Puzzling Rhythm,1,90,1,0,,2,1,0,100,"{""source"": ""2779"", ""compiled"": 2779}",10,0,0,{}
8004176,Ultimate Weapon Out of Control,7,98,1,0,,2,99,0,100,"{""source"": ""24"", ""compiled"": 24}",20,100,1,{}
8004177,All-Out Synergy,1,3,2,444,,2,1,0,100,,30,30,0,{}
8004178,Family Vacation Dream,15,91,1,0,,2,1,0,100,"{""source"": ""666"", ""compiled"": 666}",17,0,0,{}
8004179,Strong Family Love,15,90,1,0,,2,1,0,100,"{""source"": ""667"", ""compiled"": 667}",14,0,0,{}
8004180,Majin on the Warpath,1,90,1,0,,2,1,0,100,,10,0,0,{}
8004181,Last Remaining Ki,5,98,1,0,,2,99,0,100,,11,77,0,{}
8004182,Yamcha's Martial Arts,4,3,1,0,,2,1,0,100,"{""source"": ""47&2066"", ""compiled"": [""&"", 47, 2066]}",100,100,0,{}
8004183,Yamcha's Strategy,1,5,1,0,,0,1,0,100,"{""source"": ""802|2783"", ""compiled"": [""|"", 802, 2783]}",4,0,0,{}
8004185,The Very Last Chance,1,13,1,0,,2,1,0,100,,65,0,0,{}
8004186,Ultra Instinct's Silver-Gleaming Radiance,6,128,1,0,,0,1,0,100,,0,300,26,{}
8004188,Superiority of Super Speed,5,98,1,0,,2,99,0,100,"{""source"": ""141"", ""compiled"": 141}",11,100,2,{}
8004189,Like a Human,1,13,1,0,,2,1,0,100,"{""source"": ""3180"", ""compiled"": 3180}",93,0,0,{}
8004190,Devil's Confidence,4,1,1,0,,2,1,0,30,"{""source"": ""388"", ""compiled"": 388}",66,0,0,{}
8004191,Devil's Trump Card,4,1,1,0,,2,1,0,50,"{""source"": ""388"", ""compiled"": 388}",66,0,0,{}
8004193,Care for Comrades,1,90,1,0,,0,1,0,100,,30,0,0,{}
8004194,Value of Victory,5,111,3,0,,0,1,0,100,"{""source"": ""612"", ""compiled"": 612}",0,0,0,{}
8004195,Gratitude to Our Brethren,1,3,1,0,,2,1,0,100,"{""source"": ""449|3187"", ""compiled"": [""|"", 449, 3187]}",50,50,0,{}
8004197,Piccolo's Intuition,9,4,1,0,,2,1,0,100,,10,0,0,{}
8004199,Vigorous Hermit,1,1,1,0,,2,1,0,100,"{""source"": ""3274"", ""compiled"": 3274}",82,0,0,{}
8004200,Bulma's Tactics,7,110,1,0,,0,1,0,100,"{""source"": ""24"", ""compiled"": 24}",2,7004200,0,{}
8004201,Bulma's Dream,1,3,2,584,,2,1,0,100,,50,50,0,{}
8004202,Fearless Behavior,1,3,2,587,,2,1,0,100,"{""source"": ""1380"", ""compiled"": 1380}",20,20,0,{}
8004203,Innocent Provocation,1,3,2,586,,2,1,0,100,"{""source"": ""1380"", ""compiled"": 1380}",25,25,0,{}
8004205,Sinister Plot,1,3,2,588,,2,1,0,100,"{""source"": ""579"", ""compiled"": 579}",25,25,0,{}
8004209,The Time Has Come...,12,117,1,0,,0,1,0,100,"{""source"": ""3203"", ""compiled"": 3203}",0,0,0,{}
8004210,I Will Not Lose!,4,1,1,0,,2,1,0,100,"{""source"": ""3202"", ""compiled"": 3202}",50,0,0,{}
8004211,Fiendish Destruction,4,13,1,0,,2,1,0,100,"{""source"": ""386|387|3059"", ""compiled"": [""|"", 386, 387, 3059]}",82,0,0,{}
8004214,Outburst of Instinct,11,78,1,0,,0,1,0,100,"{""source"": ""25"", ""compiled"": 25}",0,0,0,{}
8004215,Marcarita's Counsel,1,3,2,91,,2,1,0,100,,20,20,0,{}
8004216,Keen Weapon,1,91,1,0,,2,1,0,100,"{""source"": ""2817"", ""compiled"": 2817}",20,0,0,{}
8004218,Super Combat Group,1,1,1,0,,2,1,0,100,"{""source"": ""379|3218"", ""compiled"": [""|"", 379, 3218]}",10,0,0,{}
8004219,Heated Clash!,6,2,1,0,,2,1,0,100,"{""source"": ""3223"", ""compiled"": 3223}",10,0,0,{}
8004220,Intense Clash!,6,2,1,0,,2,1,0,100,"{""source"": ""3227"", ""compiled"": 3227}",20,0,0,{}
8004221,Fierce Clash!!!,7,110,1,0,,0,1,0,100,,2,7004221,0,{}
8004222,Let's Join Forces!!!,1,96,1,0,,0,1,0,100,,47,1,0,{}
8004223,Instictive Feeling,1,3,12,130,,2,1,0,100,,30,30,0,{}
8004224,I Am Prince Vegeta!!!,1,51,1,0,,0,1,1,100,"{""source"": ""388&3233"", ""compiled"": [""&"", 388, 3233]}",3,4,0,{}
8004226,All Kinds of Horrors,4,3,1,0,,2,1,0,100,"{""source"": ""47&636"", ""compiled"": [""&"", 47, 636]}",50,50,0,{}
8004227,Magnificent Performance,7,81,1,0,,0,1,0,100,"{""source"": ""24"", ""compiled"": 24}",0,0,70,{}
8004229,Cocotte's Signature Move,4,1,1,0,,2,1,0,100,"{""source"": ""996|3237|3238"", ""compiled"": [""|"", 996, 3237, 3238]}",300,0,0,{}
8004233,Undying Devil,4,76,1,0,,0,99,0,100,"{""source"": ""3241"", ""compiled"": 3241}",0,0,0,{}
8004234,Dangerous Adventure?!,15,3,2,49,,2,1,0,100,"{""source"": ""33"", ""compiled"": 33}",10,10,0,{}
8004235,Dangerous Challenge?!,15,5,2,49,,0,1,0,100,"{""source"": ""26"", ""compiled"": 26}",2,0,0,{}
8004236,Instictive Feeling,1,3,12,130,,2,1,0,100,,30,30,0,{}
8004237,Devilish Chase,1,81,1,0,,0,1,0,100,"{""source"": ""478"", ""compiled"": 478}",0,0,100,{}
8004238,Devilish Siege,1,5,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",4,0,0,{}
8004239,Aggressive Daring,7,2,1,0,,2,5,0,100,"{""source"": ""365"", ""compiled"": 365}",80,0,0,{}
8004240,Aggressive Daring,11,91,1,0,,2,1,0,100,"{""source"": ""25&211"", ""compiled"": [""&"", 25, 211]}",5,0,0,{}
8004241,Indiscriminate Destruction,1,1,1,0,,2,99,0,100,"{""source"": ""3247"", ""compiled"": 3247}",60,0,0,{}
8004242,Indiscriminate Destruction,1,90,1,0,,2,1,0,100,"{""source"": ""22"", ""compiled"": 22}",100,0,0,{}
8004243,New Trick Learned on Earth,15,3,1,0,,2,1,0,100,"{""source"": ""3287"", ""compiled"": 3287}",30,30,0,{}
8004246,Last Remaining Battle Instinct,1,13,1,0,,2,1,0,100,"{""source"": ""296&2259"", ""compiled"": [""&"", 296, 2259]}",94,0,0,{}
8004247,Last Remaining Battle Instinct,1,13,1,0,,2,1,0,100,"{""source"": ""11&1651"", ""compiled"": [""&"", 11, 1651]}",94,0,0,{}
8004250,Power to Protect Earth,4,81,1,0,,0,1,0,100,"{""source"": ""612"", ""compiled"": 612}",0,0,100,{}
8004251,Power of Wishes and Justice,5,110,1,0,,0,1,0,100,,15,80,0,{}
8004252,Rushing Rage,15,5,2,0,,0,1,0,100,"{""source"": ""2062"", ""compiled"": 2062}",1,0,0,{}
8004253,Combative Kids,7,98,1,0,,2,99,0,100,"{""source"": ""24|365"", ""compiled"": [""|"", 24, 365]}",20,100,0,{}
8004254,Totality of Rage,11,13,1,0,,2,1,0,100,"{""source"": ""2921"", ""compiled"": 2921}",70,0,0,{}
8004255,Crucial Battle,11,81,1,0,,0,1,0,70,"{""source"": ""735|736"", ""compiled"": [""|"", 735, 736]}",0,0,100,{}
8004256,Evil Demon,11,13,1,0,,2,1,0,100,"{""source"": ""733|735"", ""compiled"": [""|"", 733, 735]}",78,0,0,{}
8004258,Moment of Decision,1,3,1,0,,2,1,0,100,"{""source"": ""2266|74"", ""compiled"": [""|"", 2266, 74]}",50,50,0,{}
8004259,Must-See Drama,15,78,1,0,,0,1,0,100,"{""source"": ""665"", ""compiled"": 665}",0,0,0,{}
8004260,Gambling on Survival,9,4,1,0,,2,1,1,100,"{""source"": ""2861"", ""compiled"": 2861}",59,0,0,{}
8004261,Beliefs of the Namekians,1,13,1,0,,2,1,0,100,"{""source"": ""112&3187"", ""compiled"": [""&"", 112, 3187]}",23,0,0,{}
8004263,Combat Experiences,15,3,1,0,,2,1,0,100,"{""source"": ""502"", ""compiled"": 502}",50,50,0,{}
8004265,Dangerous Strategy,1,90,1,0,,2,1,1,100,"{""source"": ""27"", ""compiled"": 27}",100,0,0,{}
8004266,Experience Gained on Planet Namek,9,4,1,0,,2,1,0,100,,7,0,0,{}
8004267,Exploration on Planet Namek,9,4,1,0,,2,1,0,100,,10,0,0,{}
8004268,Deadly Showdown on Planet Namek,11,90,1,0,,2,1,0,100,"{""source"": ""2921"", ""compiled"": 2921}",30,0,0,{}
8004269,"Piccolo, Late to the Battle",1,13,1,0,,2,1,0,100,"{""source"": ""252"", ""compiled"": 252}",80,0,0,{}
8004272,Guidance of the Four-Star Ball,1,5,1,0,,0,1,0,100,"{""source"": ""802"", ""compiled"": 802}",2,0,0,{}
8004273,Great Wish,11,81,1,0,,2,1,0,100,"{""source"": ""2922|2923"", ""compiled"": [""|"", 2922, 2923]}",0,0,50,{}
8004274,Feeling of Boundless Power,15,90,1,0,,2,1,0,100,"{""source"": ""3099"", ""compiled"": 3099}",6,0,0,{}
8004275,Universe 6's Pillar,3,91,1,0,,0,1,0,100,"{""source"": ""2541|2542"", ""compiled"": [""|"", 2541, 2542]}",30,0,0,{}
8004276,Universe 6's Pillar,3,5,1,0,,0,1,0,100,"{""source"": ""2541|2542"", ""compiled"": [""|"", 2541, 2542]}",2,0,0,{}
8004278,Appreciation for Goku,7,110,1,0,,2,1,0,100,"{""source"": ""1786"", ""compiled"": 1786}",2,7004278,0,{}
8004279,Exchange of Thoughts,4,81,1,0,,0,1,0,100,"{""source"": ""1024"", ""compiled"": 1024}",0,0,100,{}
8004280,Sharing the Same Thoughts,4,81,1,0,,0,1,0,100,"{""source"": ""1024"", ""compiled"": 1024}",0,0,100,{}
8004281,Vegeta's Pride,4,3,1,0,,2,1,0,100,,150,150,0,{}
8004282,Carrying on His Pride,1,13,1,0,,2,1,0,100,"{""source"": ""1022|3290"", ""compiled"": [""|"", 1022, 3290]}",70,0,0,{}
8004285,Trembling Rage,1,90,1,0,,2,1,0,100,"{""source"": ""1797"", ""compiled"": 1797}",15,0,0,{}
8004286,I'll Hold 'em Off!,1,3,1,0,,2,1,0,100,"{""source"": ""2399"", ""compiled"": 2399}",20,20,0,{}
